Company,Domain,Number of Reviews,Trustscore,Combined_Score,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Company VADER Sentiment Score,Company TextBlob Sentiment Score,Company BERT Sentiment Score,review_id,Review Stars,Review Comment,Review Length,Company Response,VADER Sentiment Score,TextBlob Sentiment Score,BERT Sentiment Score
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,5b5b923e1e2e7ae6c6d5f8a7388b474e,1,Just to use their service they are taking 24.2% on transactions and do not state this upfront.  They are literally using loansharking rates.,23,Company has NOT responded to this review.,0,0,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,8fbc9a5823acbf2647d76122a53cd2d5,1,Just use Bitcoin Depot for the first time. Purchase $20 worth of bitcoin it took almost 30 minutes to get to my wallet and I received $13.65 worth of bitcoin that's a hell of a fee I would encourage anyone who's looking to buy Bitcoin to shop somewhere else .,50,Company has NOT responded to this review.,1,1,0
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,64513311315e2e312b4a89f9b0f29b5b,1,"My boyfriends set up my wallet and when I insert $2900 on 9/18/23 they said the wallet belonged to someone else and asked me all kinds of. questions like I was to blame. They finally said I would be issued a refund within 7 days to 4 weeks. It is. now 10/28/23 and I still have not seen my refund.  I call every week and am told the same thing, it's in process. They keep saying they need to confirm my address or my phone # or my name!!  Please do not use Bitcoin Depot!!!!",95,Company has NOT responded to this review.,1,0,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,9751ac7b5c585551d0f02727ad232016,1,"My first time buying bitcoin. I purchased $420 worth of bitcoin, and given that the ONLY INFORMATION PROVIDED about any fees was a $3 transaction fee, I expected about $417 worth of bitcoin in my wallet. Sure, that’s fine. Nope. I received just shy of $300 worth of BTC in my account. They charge ridiculously high hidden fees that they put in the fine print, called “spread” fees which I didn’t know about because I’m just a beginner with this. Bitcoin Depot can steal between about 17-50% of your coin and the fact that they knowingly don’t put any info about these spread fees anywhere visible on their kiosk or throughout the buying process tells you they are very much trying to take advantage of people who don’t know better and line their own pockets. Completely immoral business practices, I hope they are sued into oblivion and the executives behind this despicable behavior go into abject poverty. They should be ashamed of themselves. ",163,Company has NOT responded to this review.,-1,1,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,72d59805e46d5a1e08222eb12c4223f8,1,NEVER AGAIN. Have used bitcoin depot several times in the past year. Usual fee was around $15-$20usd.Yesterday they took $100.00 usd For the same Amount that I had gotten before i And not charged Anywhere near that much.I did  reach out to them and got a very flat reply pointing out their fee structure. Which basically states they could charge you Fifteen or twenty dollars or they can charge you a lot more apparently depending on...well they don't actually say.,80,Company has NOT responded to this review.,1,0,0
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,d8a6dd37bae04c2e691e283bceeba759,1,Please do not use them I put in $300 and received only $200 they charged $100 do not get ripped off ,21,Company has NOT responded to this review.,1,0,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,9c013bcbcc51ef6c49b7ac6645ac0753,1,"Read the terms and fine print carefully.  I deposited $500 cash and only received $432 back.  That's almost 14% of my cash deposit.  No need to ever use their service again. Just use Cash App, PayPal or another exchange.  Way cheaper. Bitcoin Depot is a total rip off.",48,Company has NOT responded to this review.,0,0,0
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,e5469c311a85c3b2580995e718de126e,1,"Slow, expensive and horrible reply time from customer service. They blame the blockchain saying ""network congestion"" but in reality there is no transaction to track after hours of waiting so they are just sitting on your $. Edit: Apparently there is no one steering the ship, no email response after 2 hours and after a hold on the phone was informed there are no customer service staff to take my call. Stay away from them all together!",77,Company has NOT responded to this review.,-1,-1,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,03e38d1584e6417e17bbed289ea1e92b,1,Super high above mafia loan shark rates. When bitcoin was trading in the low 60k range. This Bitcoin Depot charged me 87k  for my 200 dollar fiat rate. What a rip off. In the past the mafia was jailed for these type of rates. Complete rip off.,47,Company has NOT responded to this review.,-1,0,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,b32c986ee69d7dc59b2eb1fffeba8d37,1,"Terrible business practices! Site seemed to infer a seamless and fast 1st time exp. yet when I used the ATM it wasn't until AFTER I inserted my cash that I was informed I needed to contact customer service. I was than told they needed more info yada yada yada but it with only take about 10 minutes. I waited at the store prkg lot over 2 hours before giving up. Its cute been over 2 weeks and nothing but even an explanation when I call. I now use RockItCoin ATMs exclusively, they were very professional, helpful and even helped me get verified a taste way than the standard. I doubt I will ever buy crypto anywhere else tbh",118,Company has NOT responded to this review.,1,0,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,901716f96f3c725c5c1c42ab10c64521,1,The absolute worst experience. Holding my money for hours talking about “network congestion” then they charged 28% of $1000 on my transaction. AVOID AT ALL COST. Indian accent for everyone that answers I don’t know how this scam is allowed.,40,Company has NOT responded to this review.,-1,-1,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,5be916f913cebdf84854849960c4c430,1,"They are a ripoff,i bought $1,325,waited for it to confirm and reflect in the wallet,it never did,i never saw it,and according to them it was taken,but it never showed on screen....Why,because it's supposed too!",34,Company has NOT responded to this review.,0,0,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,b16d8be198baf5ca482c19389c8e7757,1,"They are scammers. Don’t use them you will only  get half of your bitcoin. They claim it’s all based on interest rate which is too much. Such charges were never stated before, or during your transaction which make them scammers.",40,Company has NOT responded to this review.,1,0,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,82e89c1e6a76e057f2311915591f1b6c,1,They are tricking clients for 30% of the deposit. No refunds. Horrible company. ,13,Company has NOT responded to this review.,1,-1,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,2a8324441b9ab56c0bc671caae72e53d,1,They operate on a 28% markup. Currently waiting over 3 hours for them to even post the transaction to the blockchain. You'd think with the amount if fees they are charging that they could at least send your bitcoin in a somewhat timely manner.. Customer service is useless and only sends copy pasted templates.,54,Company has NOT responded to this review.,-1,-1,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,bd2cae5c78c26cffa6162b2fcfcbd3c6,1,This app is a scam.  I will be contacting the store the ATM is located in to request they remove this ATM. I'm also filing a report with the State Of Georgia Department of Banking and Finance.  Purchased BTC at an ATM and it's been over 2 hours... Nothing. No transactions on the ledger or anything. I called the Support number and the customer service agent lied to may saying it was delayed because of a lot of transactions on the system.  I sent from Coinbase in no time with no problems.After 4 hours the transaction went through BUT the fees are ridiculous and as stated not clearly disclosed when you make the transaction.  I was charged 25% plus a $3 transaction fee.Take heed to these reviews... I didn't read them before trying out this scam of a company.  I will be voicing my opinion to whoever will listen and make sure this doesn't happen to anyone else.  BITCOIN DEPOT IS A SCAM COMPANY.,164,Company has NOT responded to this review.,-1,0,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,10e62eeae03f92ca04d9f74725fc134b,1,"This company is a SCAM, put $50 and only deposited to my wallet $34.  Called them to complain and was told they take 28% of the amount you insert in the machine. They do NOT disclose this anywhere until you're screwed.  How is this legal?  Stay away from Bitcoin Depo.",50,Company has NOT responded to this review.,-1,0,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,8cdc0fb0f5d993c2cfcf496265a17836,1,This is a very deceptive ATM service to buy bitcoin; buying $20 of bitcoin resulted my receiving only $13 but they use a very high quote price for bitcoin of $39000 when the market was at $30000 which resulted in my receiving only $13. Avoid and report this deceptive form of Interstate Commerce to your state and Federal Trade Commission. I should have read reviews first but I will never do business with them again.,75,Company has NOT responded to this review.,-1,1,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,d74bb2b4c4190b386a48a6f202f89eec,1,"This is horrible horrible let me repeat horrible service. This is a scam just know they charge what they call a spread fee plus a flat fee of 3 dollars. Only in the super fine print article 9 of the terms and conditions does it mention anything about this.The service fee will be a flat fee of three dollars ($3.00) and Bitcoin Depot shall charge a spread of up to twenty three percent (23%) of the total transaction amount calculated in USD. The spread refers to the difference between the cash inserted into the kiosk and the current market value of Bitcoin received, excluding the $3.00 flat fee. Like it took me a long time to find this. In the app the legal document would even load wow this guy and his sports cars are going to hell they will eventually shut this down but not until we all get ripped off I guess.",154,Company has NOT responded to this review.,-1,-1,-1
Bitcoin Depot,bitcoindepot.com,50,1.4,1.21739,6.0,0.0,0.0,4.0,90.0,-0.16327,-0.02041,-0.69388,0b7a586ffddae9df0b0f9b8b3d318e71,1,"TOTAL SCAM!!!DO NOT USE THIS COMPANY! I went to the Bitcoin Depot ATM machine to purchase $500 in Botcoin. The screen stated that it would be a flat fee of $3 when I was making the purchase. After I got back home I looked at my wallet and seen that it only gave me $350 worth. I thought ""this has to be a mistake"". Using the app I went to customer support and filed a support email giving them the details of my transaction and asked for help. I never got a response. Then, days later I got a email asking if I was satisfied with the customer service. What? WTH? What customer service?So, of course I responded that I wasn't satisfied and wrote another email to customer service. After another day or two I looked for their phone number and called. The customer service reps simply told me to read the ""Terms"" that I had agreed to. But wouldn't tell me what the terms where that she was referring too. After asking several times what it was that she was referring to, and she finally admitted that I was charged a 30% fee on top of the $3 fee. I encourage anyone and everyone that has been ripped off by these Aholes to file a complaint with the BBB and more importantly to the Attorny General in the state that you made the purchase. I will be looking for a bad ass attorney to start a Class Action lawsuit against these thiefs. I am not gonna let this go! The company is registered in California. I'm in Detroit. But, I still plan to make sure that they learn that you don't rip people off. I'm not about to travel 2500 miles to hunt down some punk who got me for 150 bucks. But, there's more than one way to teach a thief a lesson! ",315,Company has NOT responded to this review.,1,1,-1
