Company,Domain,Number of Reviews,Trustscore,5 stars reviews percentage,4 stars reviews percentage,3 stars reviews percentage,2 stars reviews percentage,1 star reviews percentage,Review Stars,Review Comment,Company Response
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"The woman on the telephone is extremely helpful, and great customer service today. Thank you for all your help!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Mr. Leblond was pleasant, gave complete answers to my questions, and made me feel like my account was important to ECU.  1/3/and 1/5.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,The  customer service at Evergreen is great. They have been very nice and always helpful.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I had not applied for an auto loan in over 25 years and was nervous about qualifying. Abbie Taylor made the process easy and simple. I got a great rate and I also have a credit card with an awesome rate! Me! Thanks SO much for everything!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Evergreen Credit Union Service members have always greeted us with warmth and an eagerness to help. From the moment someone answers the call, to being in touch with a member that can assist with the request is both speedy and attentive.Today I worked with Rebecca Lanefski, her knowledge in business documentation and communication skills was excellent. Rebecca patiently allowed me to explain and was able to assess my newness/understanding so that she could ensure resolution to request. Rebecca was engaging, asked clear questions to gain needed information in a way that relieved my stress and helped educate me for the future. As a new business owner, taking on many new roles, and untangling some inherited disorganized systems; it is refreshing to have a motivated customer service representative that takes the time to ensure the task is completed correctly, and the customer has gained understanding for future success.  ",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,All my questions were answered in a timely manner and customer service was awesome.Thank you,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Chelsey was fantastic start to finish.  She explained everything thoroughly and did so in a warm and caring manner.  She’s the best!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Jenn Perreault was very pleasant to work with and was very knowledgeable about what she needed to do to process my request for a personal loan.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Danielle in customer service was great in helping me track down a couple checks from 2021. ,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Entered the branch 15 minutes before closing and Chelsey Cargen was the most helpful person I’ve encountered in recent memory. Professional, proficient, and extremely kind and understanding. Looking forward to to a great business relationship with Evergreen!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Denise Manchester was very helpful and I’m glad I connected with her.  All staff were polite and helpful.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I financed my new vehicle and had an amazingly easy experience. Isaiah made the process easy...  thanks so much!!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Rebecca was extremely helpful with all my needs and made the process super easy ,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Rebecca took care of my issue I was having.  I had money taken out of my account that I didn't do.  She took care of it.  I am extremely grateful for all she did.Sue Morse,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Spoke with Paul about a persistent problem I was having with BillPay. Problem was reviewed in the branch and was resolved.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I was experiencing some issues with your on online portal and so I went into the Windham office and Jennel Berry was amazing she figured out what the problem was and fixed it and had me out the door in no time.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Judy made my day! I had an issue with my account, she was friendly and responded promptly. She found a solution right away and went above and beyond to help!",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Judy was quick to look into my issue and resolved it so timely! She was VERY sweet and informative!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Chelsey Cargen was great every step of the way. I had a couple issues using my computer at home but she took care of it every time. She made it really easy for me. She knows her job and I feel I can trust her with all my finances.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Judy Brochu was extremely helpful and worked with me to provide the information that I needed even when we needed to format the information in a couple of different ways.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,My husband and I were able to open the required account and have our loan processed in a timely manner.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Happy Alexander made the refinance on my motorcycle extremely easy and not only did she do an awesome job she suggested that I balance transfer a couple high interest credit cards ! I am extremely impressed with the entire experience and would highly recommend Evergreen Credit Union to anyone because of her professional skills!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Your Customer Service is simply the best at answering my questions.  I appreciate how awesome Evergreen has been!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Chelsey was detailed and super friendly! She made it a very easy experience. I’d definitely recommend Evergreen to anyone!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Best banking experience ever. From friendly courteous staff to online and mobile app to loans to communication your services are stellar!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Customer service is very good. All of my questions were answered in a way that I could understand.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,I have spoken with Lilly twice in two days. Lilly was extremely patient and incredibly helpful!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Paul helped me with a question I had about CDs. Friendly and efficient. Very much appreciated!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Jennel did an excellent job very professional helpful and pleasant to deal with hopefully can work with her again in the future,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,She was wonderful a true joy to speak with and she answered my questions in a professional manner.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Jennel berry was amazing and will be working with her again in the near future,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Sarah did a great job helping me with my questions today!  I appreciate it very much!Thank you Tara ,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"All of your bank employees are great, helpful and always got the answer.",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Jenn was so amazing. She really helped me thru out the process pf my refinance. kudos to her.,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"Great customer service,. quick turn around time when I was going against the clockThank you",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Chealsy was amazing and very helpful Very happy with the whole experience,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Thank you so much for helping me out ☺️🙏🙏🙏☺️☺️ I am having a blessed day today ❤️❤️❤️🌹❤️,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Always helpful and great attitudes! Great attention to detail! Thank you!,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,Customer service rep was very patient and kind and helping me resolve my password issue,
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"My experience is great, evergreen credit union are the best ever ",
Evergreen Credit Union,egcu.org,349,4.8,95%,2%,<1%,<1%,1%,5,"This was the most hassle free loan I have ever taken out. The staff had everything done with just a few phone calls. When I went in to sign the paperwork,I was in and out in just about 10 minutes. There staff is on there A game.",
